SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_Event_ID,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Source_Tab,Match_Type,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Santa_Recombinant_Full,Santa_Recombinant_List,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,Reaches_End,Reaches_Start,RDP_Recombinant_Full,RDP_Recombinant_List,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,All_Collected_Recombinants,All_Collected_Recombinants_Count,Recombinants_List,Coverage_Percentage,Start_Gap,End_Gap,_Total_Distance,RDP_Match_Types,Tag,Santa_ID,Santa_Breakpoints,Recombinant_Match_Score,Start_End_Diff_Score,RDP_Set,Tag_Specific_Quality_Score,Tag_Rank,Global_Rank,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining
1_Recombination events.csv|10185,10185,1_Recombination events.csv,2709,7170,['40'],1000,2.5e-05,0.02,0.1,5000,50,3,2713,7166,2713-7166,['40'],"['23', '33']",['34'],4.0,4.0,8.0,99.82066801165658,4461.0,1115.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.964133602331316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10185,2709-7170,100.0,99.2,3,100.0,1,1,7,7,8,69,1,62,87.5%,10.1%,✅ Equal,77,14,63
15_Recombination events.csv|9983,9983,15_Recombination events.csv,6336,7899,['32'],1000,2.5e-05,0.02,0.1,5000,50,2,6349,7902,6349-7902,['32'],"['16', '2']","['38', '40', '25']",13.0,3.0,16.0,99.2,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.84,100.0,1/1,100.0,1.0,1.0,1/1,94.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,9983,6336-7899,100.0,98.4,2,100.0,1,2,5,5,5,25,0,20,100.0%,20.0%,✅ Equal,30,10,20
57_Recombination events.csv|9876,9876,57_Recombination events.csv,1662,3069,['38'],1000,2.5e-05,0.02,0.1,5000,50,5,1660,3068,1660-3068,['38'],"['47', '10', '30', '35', '37', '11', '25']","['3', '7', '15', '13', '50', '1', '9', '16', '45', '26']",2.0,1.0,3.0,99.92892679459844,1407.0,351.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.985785358919685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,9876,1662-3069,100.0,99.7,5,100.0,1,3,10,10,13,66,3,56,76.9%,15.2%,✅ Equal,79,20,59
58_Recombination events.csv|9668,9668,58_Recombination events.csv,1005,10000,"['12', '28', '37', '40', '42', '8']",1000,2.5e-05,0.02,0.1,5000,50,3,1002,9982,1002-9982,"['12', '8']","['44', '19', '47', '48', '7', '35', '39', '32', '5', '9', '46', '20']",['15'],3.0,18.0,21.0,99.8,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),56.96,33.3,2/2,100.0,6.0,2.0,2/2,89.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,9668,1005-10000,100.0,97.9,3,100.0,1,4,8,8,11,42,3,34,72.7%,19.0%,✅ Equal,53,16,37
59_Recombination events.csv|9914,9914,59_Recombination events.csv,3708,8826,['27'],1000,2.5e-05,0.02,0.1,5000,50,2,3699,8830,3699-8830,['27'],"['31', '50', '43', '28']",['3'],9.0,4.0,13.0,100.0,4882.0,1220.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,9914,3708-8826,100.0,98.7,2,100.0,1,5,5,5,6,40,1,35,83.3%,12.5%,✅ Equal,46,10,36
16_Recombination events.csv|10027,10027,16_Recombination events.csv,3042,10000,['26'],1000,2.5e-05,0.02,0.1,5000,50,2,3032,10000,3032-10000,['26'],"['34', '9', '24', '14']","['11', '7', '23']",10.0,0.0,10.0,100.0,3042.0,760.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,10027,3042-10000,100.0,99.0,2,100.0,1,6,4,4,5,42,1,38,80.0%,9.5%,✅ Equal,47,8,39
6_Recombination events.csv|9952,9952,6_Recombination events.csv,3714,10000,['13'],1000,2.5e-05,0.02,0.1,5000,50,1,3715,9982,3715-9982,['13'],['23'],"['5', '16', '49']",1.0,18.0,19.0,99.7,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),56.94,100.0,1/1,100.0,1.0,1.0,1/1,97.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9952,3714-10000,100.0,98.1,1,100.0,1,7,9,9,9,39,0,30,100.0%,23.1%,✅ Equal,48,18,30
6_Recombination events.csv|9959,9959,6_Recombination events.csv,4728,8847,"['16', '49']",1000,2.5e-05,0.02,0.1,5000,50,3,4734,8834,4734-8834,"['16', '49']","['32', '45', '8']",['26'],6.0,13.0,19.0,99.53872299101724,4119.0,1029.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.90774459820345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9959,4728-8847,100.0,98.1,3,100.0,2,8,9,9,9,39,0,30,100.0%,23.1%,✅ Equal,48,18,30
60_Recombination events.csv|9769,9769,60_Recombination events.csv,6987,10000,['22'],1000,2.5e-05,0.02,0.1,5000,50,1,6987,9994,6987-9994,['22'],"['32', '27', '10', '25']","['40', '37']",0.0,6.0,6.0,99.80086292731497,3013.0,753.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.960172585463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,9769,6987-10000,100.0,99.4,1,100.0,1,9,6,6,6,43,0,37,100.0%,14.0%,✅ Equal,49,12,37
73_Recombination events.csv|9856,9856,73_Recombination events.csv,3405,10000,['23'],1000,2.5e-05,0.02,0.1,5000,50,1,3410,9993,3410-9993,['23'],"['31', '41', '40']",['48'],5.0,7.0,12.0,99.81804397270659,3405.0,851.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.963608794541315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,9856,3405-10000,100.0,98.8,1,100.0,1,10,6,6,7,37,1,31,85.7%,16.2%,✅ Equal,44,12,32
61_Recombination events.csv|9766,9766,61_Recombination events.csv,6081,6624,['16'],1000,2.5e-05,0.02,0.1,5000,50,9,6086,6627,6086-6627,['16'],['22'],"['2', '10', '41']",5.0,3.0,8.0,99.1,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),58.82,100.0,1/1,100.0,1.0,1.0,1/1,92.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,9766,6081-6624,100.0,99.2,9,100.0,1,11,18,17,21,71,3,54,85.7%,23.9%,❌ Diff: RDP=18 vs Santa=17,92,35,57
62_Recombination events.csv|10064,10064,62_Recombination events.csv,4305,8439,['2'],1000,2.5e-05,0.02,0.1,5000,50,1,4286,8434,4286-8434,['2'],['13'],"['19', '37']",19.0,5.0,24.0,99.9,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),56.980000000000004,100.0,1/1,100.0,1.0,1.0,1/1,97.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,10064,4305-8439,100.0,97.6,1,100.0,1,12,7,7,7,31,0,24,100.0%,22.6%,✅ Equal,38,14,24
64_Recombination events.csv|9567,9567,64_Recombination events.csv,1944,4053,"['1', '13', '17', '2', '20', '24', '26', '29', '35', '37', '45', '47', '48']",1000,2.5e-05,0.02,0.1,5000,50,2,1944,4054,1944-4054,"['2', '47', '48', '35', '37', '24', '13', '17', '1', '29', '20', '45', '26']","['7', '18', '40', '46']","['38', '21']",0.0,1.0,1.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (13/13),59.0,100.0,13/13,100.0,13.0,13.0,13/13,99.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,9567,1944-4053,69.23076923076923,99.9,2,100.0,1,13,6,5,7,58,1,53,85.7%,8.6%,❌ Diff: RDP=6 vs Santa=5,65,11,54
21_Recombination events.csv|9935,9935,21_Recombination events.csv,4791,5070,['41'],1000,2.5e-05,0.02,0.1,5000,50,4,4792,5070,4792-5070,['41'],['15'],"['38', '42']",1.0,0.0,1.0,99.6415770609319,279.0,69.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.92831541218638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,9935,4791-5070,100.0,99.9,4,100.0,1,14,7,7,8,47,1,40,87.5%,14.9%,✅ Equal,55,14,41
69_Recombination events.csv|9975,9975,69_Recombination events.csv,2196,3138,['2'],1000,2.5e-05,0.02,0.1,5000,50,1,2201,3128,2201-3128,['2'],"['16', '7']","['35', '41', '17', '27', '22']",5.0,10.0,15.0,98.40764331210191,942.0,235.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.681528662420384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,9975,2196-3138,100.0,98.5,1,100.0,1,15,3,3,3,45,0,42,100.0%,6.7%,✅ Equal,48,6,42
7_Recombination events.csv|9864,9864,7_Recombination events.csv,4911,7299,['4'],1000,2.5e-05,0.02,0.1,5000,50,1,4910,7284,4910-7284,['4'],['19'],"['30', '27', '5', '25']",1.0,15.0,16.0,99.4,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),56.88,100.0,1/1,100.0,1.0,1.0,1/1,96.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9864,4911-7299,100.0,98.4,1,100.0,1,16,1,1,1,18,0,17,100.0%,5.6%,✅ Equal,19,2,17
54_Recombination events.csv|9962,9962,54_Recombination events.csv,3321,10000,['18'],1000,2.5e-05,0.02,0.1,5000,50,1,3350,9991,3350-9991,['18'],"['12', '35', '9']","['2', '8', '29', '46', '25']",29.0,9.0,38.0,99.43105255277736,3321.0,830.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.88621051055547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,9962,3321-10000,100.0,96.2,1,100.0,1,17,4,3,6,49,2,46,66.7%,6.1%,❌ Diff: RDP=4 vs Santa=3,55,7,48
53_Recombination events.csv|9903,9903,53_Recombination events.csv,282,2505,['33'],1000,2.5e-05,0.02,0.1,5000,50,1,274,2504,274-2504,['33'],['13'],['14'],8.0,1.0,9.0,100.0,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),59.0,100.0,1/1,100.0,1.0,1.0,1/1,98.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,9903,282-2505,100.0,99.1,1,100.0,1,18,4,4,5,35,1,31,80.0%,11.4%,✅ Equal,40,8,32
