SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_Event_ID,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Source_Tab,Match_Type,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Santa_Recombinant_Full,Santa_Recombinant_List,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,Reaches_End,Reaches_Start,RDP_Recombinant_Full,RDP_Recombinant_List,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,All_Collected_Recombinants,All_Collected_Recombinants_Count,Recombinants_List,Coverage_Percentage,Start_Gap,End_Gap,_Total_Distance,RDP_Match_Types,Tag,Santa_ID,Santa_Breakpoints,Recombinant_Match_Score,Start_End_Diff_Score,RDP_Set,Tag_Specific_Quality_Score,Tag_Rank,Global_Rank,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining
54_Recombination events.csv|2405,2405,54_Recombination events.csv,156,10000,['11'],1000,0.0001,0.005,0.1,5000,50,2,160,9993,160-9993,['11'],"['44', '22', '42', '26', '2']","['15', '25', '20', '38', '36', '21', '4']",4.0,7.0,11.0,99.9,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),58.980000000000004,100.0,1/1,100.0,1.0,1.0,1/1,64.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2405,156-10000,100.0,98.9,2,100.0,1,1,4,4,4,6,0,2,100.0%,66.7%,✅ Equal,10,8,2
43_Recombination events.csv|2492,2492,43_Recombination events.csv,3768,10000,['37'],1000,0.0001,0.005,0.1,5000,50,1,3764,9992,3764-9992,['37'],"['38', '42', '26']","['1', '25', '32']",4.0,8.0,12.0,99.9,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),58.980000000000004,100.0,1/1,100.0,1.0,1.0,1/1,98.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,2492,3768-10000,100.0,98.8,1,100.0,1,2,2,2,3,13,1,11,66.7%,15.4%,✅ Equal,16,4,12
21_Recombination events.csv|2500,2500,21_Recombination events.csv,8520,10000,['14'],1000,0.0001,0.005,0.1,5000,50,1,8538,9998,8538-9998,['14'],"['18', '48', '44', '43', '49', '24', '11', '38', '3', '22', '39', '42', '50', '31', '47', '5', '4']","['15', '25', '20', '23', '16', '9', '2', '35', '37', '45', '40', '8', '32', '29', '28', '6', '36', '33', '7', '19', '34', '17', '12', '10', '26', '46', '13', '21', '27']",18.0,2.0,20.0,98.64864864864865,1480.0,370.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.729729729729726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2500,8520-10000,100.0,98.0,1,100.0,1,3,1,1,1,4,0,3,100.0%,25.0%,✅ Equal,5,2,3
22_Recombination events.csv|2445,2445,22_Recombination events.csv,663,4455,['46'],1000,0.0001,0.005,0.1,5000,50,1,662,4456,662-4456,['46'],"['29', '41', '39']",['44'],1.0,1.0,2.0,100.0,3792.0,948.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2445,663-4455,100.0,99.8,1,100.0,1,4,4,4,5,6,1,2,80.0%,66.7%,✅ Equal,11,8,3
66_Recombination events.csv|2607,2607,66_Recombination events.csv,4005,10000,['3'],1000,0.0001,0.005,0.1,5000,50,1,4002,9926,4002-9926,['3'],"['17', '23']","['30', '24', '1', '36', '46', '33', '4']",3.0,74.0,77.0,98.8,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.760000000000005,100.0,1/1,100.0,1.0,1.0,1/1,90.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,2607,4005-10000,100.0,92.3,1,100.0,1,5,1,1,1,5,0,4,100.0%,20.0%,✅ Equal,6,2,4
58_Recombination events.csv|2493,2493,58_Recombination events.csv,1641,3363,"['16', '31', '32', '33', '39']",1000,0.0001,0.005,0.1,5000,50,1,1640,3364,1640-3364,"['39', '33', '31', '16', '32']","['40', '34']","['47', '26']",1.0,1.0,2.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (5/5),59.0,100.0,5/5,100.0,5.0,5.0,5/5,99.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,2493,1641-3363,40.0,99.8,1,100.0,1,6,3,3,3,14,0,11,100.0%,21.4%,✅ Equal,17,6,11
25_Recombination events.csv|2362,2362,25_Recombination events.csv,6975,10000,"['2', '25', '36', '37', '38', '40', '5', '7']",1000,0.0001,0.005,0.1,5000,50,1,6974,9997,6974-9997,"['25', '38', '40', '37', '36', '7', '5', '2']","['22', '10']","['48', '20', '3', '39', '42', '50', '23', '26', '46', '47']",1.0,3.0,4.0,99.9,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (8/8),58.980000000000004,100.0,8/8,100.0,8.0,8.0,8/8,99.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2362,6975-10000,62.5,99.6,1,100.0,1,7,1,1,1,9,0,8,100.0%,11.1%,✅ Equal,10,2,8
26_Recombination events.csv|2446,2446,26_Recombination events.csv,1365,5889,"['23', '25', '28', '29', '31', '33', '39', '40', '47', '9']",1000,0.0001,0.005,0.1,5000,50,1,1367,5888,1367-5888,"['29', '25', '47', '39', '28', '23', '31', '33', '40', '9']","['21', '26', '32']",['14'],2.0,1.0,3.0,99.9,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (10/10),58.980000000000004,100.0,10/10,100.0,10.0,10.0,10/10,99.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2446,1365-5889,80.0,99.7,1,100.0,1,8,5,5,8,13,3,8,62.5%,38.5%,✅ Equal,21,10,11
56_Recombination events.csv|2473,2473,56_Recombination events.csv,4845,10000,['1'],1000,0.0001,0.005,0.1,5000,50,1,4843,9999,4843-9999,['1'],['21'],['42'],2.0,1.0,3.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,🎯 Perfect (1/1),59.0,100.0,1/1,100.0,1.0,1.0,1/1,99.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,2473,4845-10000,100.0,99.7,1,100.0,1,9,5,4,5,11,0,7,100.0%,36.4%,❌ Diff: RDP=5 vs Santa=4,16,9,7
50_Recombination events.csv|2381,2381,50_Recombination events.csv,111,9618,"['22', '7']",1000,0.0001,0.005,0.1,5000,50,1,106,9620,106-9620,"['22', '7']","['17', '24', '20', '50', '45', '16', '4']","['25', '11', '37', '5', '19']",5.0,2.0,7.0,100.0,493.0,123.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2381,111-9618,100.0,99.3,1,100.0,1,10,1,1,2,6,1,5,50.0%,16.7%,✅ Equal,8,2,6
