SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_Event_ID,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Source_Tab,Match_Type,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Santa_Recombinant_Full,Santa_Recombinant_List,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,Reaches_End,Reaches_Start,RDP_Recombinant_Full,RDP_Recombinant_List,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,All_Collected_Recombinants,All_Collected_Recombinants_Count,Recombinants_List,Coverage_Percentage,Start_Gap,End_Gap,_Total_Distance,RDP_Match_Types,Tag,Santa_ID,Santa_Breakpoints,Recombinant_Match_Score,Start_End_Diff_Score,RDP_Set,Tag_Specific_Quality_Score,Tag_Rank,Global_Rank,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining
1_Recombination events.csv|4857,4857,1_Recombination events.csv,2964,7278,['42'],1000,0.0002,0.01,0.1,5000,50,1,2964,7278,2964-7278,['42'],"['35', '24', '48']","['39', '9', '41', '43', '4', '32', '19']",0.0,0.0,0.0,100.0,4314.0,1078.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4857,2964-7278,100.0,100.0,1,100.0,1,1,6,6,6,21,0,15,100.0%,28.6%,✅ Equal,27,12,15
76_Recombination events.csv|4522,4522,76_Recombination events.csv,582,9633,"['1', '14', '15', '18', '20', '29', '30', '31', '35', '39', '4', '41', '42', '46', '47', '49', '5', '50']",1000,0.0002,0.01,0.1,5000,50,1,586,9634,586-9634,"['39', '29', '5', '30', '41', '46', '31', '20', '50', '4', '15', '1']","['6', '8', '11', '10', '24', '36', '44', '17', '48']","['45', '7', '21', '9', '3', '40', '16', '28', '32', '23', '38', '22', '26', '34', '2', '33']",4.0,1.0,5.0,100.0,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (12/12),59.0,66.7,12/12,100.0,18.0,12.0,12/12,97.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,4522,582-9633,75.0,99.5,1,100.0,1,2,2,2,3,14,1,12,66.7%,14.3%,✅ Equal,17,4,13
16_Recombination events.csv|4871,4871,16_Recombination events.csv,5844,6120,['49'],1000,0.0002,0.01,0.1,5000,50,5,5844,6120,5844-6120,['49'],['2'],"['17', '19']",0.0,0.0,0.0,100.0,276.0,69.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4871,5844-6120,100.0,100.0,5,100.0,1,3,6,5,6,17,0,12,100.0%,29.4%,❌ Diff: RDP=6 vs Santa=5,23,11,12
93_Recombination events.csv|4886,4886,93_Recombination events.csv,261,654,"['42', '48']",1000,0.0002,0.01,0.1,5000,50,4,260,654,260-654,"['42', '48']",['41'],"['45', '29', '11', '28', '1']",1.0,0.0,1.0,100.0,393.0,98.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,4886,261-654,100.0,99.9,4,100.0,1,4,5,5,8,32,3,27,62.5%,15.6%,✅ Equal,40,10,30
51_Recombination events.csv|5034,5034,51_Recombination events.csv,2490,6636,['38'],1000,0.0002,0.01,0.1,5000,50,1,2490,6636,2490-6636,['38'],['10'],"['49', '20', '19']",0.0,0.0,0.0,100.0,4146.0,1036.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,5034,2490-6636,100.0,100.0,1,100.0,1,5,2,2,3,14,1,12,66.7%,14.3%,✅ Equal,17,4,13
79_Recombination events.csv|5010,5010,79_Recombination events.csv,8043,10000,['25'],1000,0.0002,0.01,0.1,5000,50,2,8046,9994,8046-9994,['25'],['4'],['8'],3.0,6.0,9.0,99.54011241696475,1957.0,489.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.908022483392955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,5010,8043-10000,100.0,99.1,2,100.0,1,6,5,5,5,17,0,12,100.0%,29.4%,✅ Equal,22,10,12
78_Recombination events.csv|4908,4908,78_Recombination events.csv,354,9846,['41'],1000,0.0002,0.01,0.1,5000,50,2,354,9844,354-9844,['41'],"['7', '30', '22']","['24', '17']",0.0,2.0,2.0,100.0,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),59.0,100.0,1/1,100.0,1.0,1.0,1/1,98.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,4908,354-9846,100.0,99.8,2,100.0,1,7,5,5,5,16,0,11,100.0%,31.2%,✅ Equal,21,10,11
32_Recombination events.csv|5006,5006,32_Recombination events.csv,498,9969,['48'],1000,0.0002,0.01,0.1,5000,50,2,498,9970,498-9970,['48'],['27'],"['5', '9']",0.0,1.0,1.0,100.0,529.0,132.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,5006,498-9969,100.0,99.9,2,100.0,1,8,4,3,8,17,4,14,50.0%,17.6%,❌ Diff: RDP=4 vs Santa=3,25,7,18
33_Recombination events.csv|5005,5005,33_Recombination events.csv,5409,9336,['36'],1000,0.0002,0.01,0.1,5000,50,3,5410,9336,5410-9336,['36'],"['19', '4', '12', '25', '1', '33']","['26', '34']",1.0,0.0,1.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,🎯 Perfect (1/1),59.0,100.0,1/1,100.0,1.0,1.0,1/1,99.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,5005,5409-9336,100.0,99.9,3,100.0,1,9,6,6,13,42,7,36,46.2%,14.3%,✅ Equal,55,12,43
37_Recombination events.csv|4867,4867,37_Recombination events.csv,6999,7824,['22'],1000,0.0002,0.01,0.1,5000,50,1,6998,7823,6998-7823,['22'],"['39', '21', '3', '40', '24', '4', '42', '19']","['49', '30', '38']",1.0,1.0,2.0,99.9,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),58.980000000000004,100.0,1/1,100.0,1.0,1.0,1/1,98.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,4867,6999-7824,100.0,99.8,1,100.0,1,10,4,4,5,20,1,16,80.0%,20.0%,✅ Equal,25,8,17
