,Unnamed: 0,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
0,0,1,1,100,11,2431,1,Standard_Match,Step 1: Approximate,2,2,3,9,1,7,66.7%,22.2%,✅ Equal,12,4,8,11_Recombination events.csv|2431,2431,11_Recombination events.csv,1995,5064,['15'],1000,0.0001,0.005,0.1,5000,50,1970,5071,1970-5071,['15'],['35'],['33'],25,7,32,100,3069,767.2,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1995-5064,100.0%,100.0%,0,100,,,,,,,,,,100,96.8,0,1,7,0,1,❌ None
1,1,2,1,100,21,2500,1,Standard_Match,Step 1: Approximate,1,1,1,4,0,3,100.0%,25.0%,✅ Equal,5,2,3,21_Recombination events.csv|2500,2500,21_Recombination events.csv,8520,10000,['14'],1000,0.0001,0.005,0.1,5000,50,8538,9998,8538-9998,['14'],"['18', '48', '44', '43', '49', '24', '11', '38', '3', '22', '39', '42', '50', '31', '47', '5', '4']","['15', '25', '20', '23', '16', '9', '2', '35', '37', '45', '40', '8', '32', '29', '28', '6', '36', '33', '7', '19', '34', '17', '12', '10', '26', '46', '13', '21', '27']",18,2,20,98.64864864864865,1480,370,25,Exact Recombinant Match,,56.729729729729726,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,8520-10000,98.6%,100.0%,0,98.64864864864865,,,,,,,,,,100,98,0,1,7,0,1,❌ None
2,2,3,1,100,26,2446,1,🎯 Perfect Match (1/1),Step 2: Best Match,5,5,8,13,3,8,62.5%,38.5%,✅ Equal,21,10,11,26_Recombination events.csv|2446,2446,26_Recombination events.csv,1365,5889,"['23', '25', '28', '29', '31', '33', '39', '40', '47', '9']",1000,0.0001,0.005,0.1,5000,50,1367,5888,1367-5888,"['29', '25', '47', '39', '28', '23', '31', '33', '40', '9']","['21', '26', '32']",['14'],2,1,3,99.9,,,,,✅ Complete (10/10),58.98,100,10/10,100,10,10,10/10,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1365-5889,99.9%,100.0%,0,99.9,,,,,,,,,,80,99.7,0,1,1,0,1,❌ None
3,3,4,1,100,18,2314,"1, 2",Cross Match (Case_S1_E2E),Step 6: Cross Matches,2,2,2,4,0,2,100.0%,50.0%,✅ Equal,6,4,2,18_Recombination events.csv|2314,2314,18_Recombination events.csv,429,7164,"['24', '29', '4', '8']",1000,0.0001,0.005,0.1,5000,50,400,7163,400-944 | 6642-7163,"['24', '8', '29', '4'] | ['24', '8', '29', '4']","['28', '15', '23', '25'] | ['17', '15', '25', '28', '23']","['44', '38', '50', '46', '16', '2', '34'] | ['44', '38', '50', '46', '16', '2', '34']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,2,1,,0,✅ Yes,✅ Yes,"1, 2",429-7164,100.0%,100.0%,100,100,,,,,,,,,,50,97,5,3,4,100,"2,1",✅ Start+End
4,4,5,1,100,14,2454,1,Standard_Match,Step 1: Approximate,1,1,1,11,0,10,100.0%,9.1%,✅ Equal,12,2,10,14_Recombination events.csv|2454,2454,14_Recombination events.csv,1617,10000,"['12', '21', '26', '33', '47', '49', '8']",1000,0.0001,0.005,0.1,5000,50,1620,9997,1620-9997,"['12', '49', '21', '47', '26', '33', '8']","['18', '25', '30', '38', '41', '39', '23', '13', '16', '35']","['15', '37', '14']",3,3,6,99.92842657759752,1617,404.2,25,Exact Recombinant Match,,58.985685315519504,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1617-10000,99.9%,100.0%,0,99.92842657759752,,,,,,,,,,100,99.4,0,1,7,0,1,❌ None
5,5,6,1,100,13,2390,1,✅ Complete Match (1/1),Step 2: Best Match,1,1,1,4,0,3,100.0%,25.0%,✅ Equal,5,2,3,13_Recombination events.csv|2390,2390,13_Recombination events.csv,4596,7599,"['17', '21', '33', '34', '48']",1000,0.0001,0.005,0.1,5000,50,4667,7650,4667-7650,"['17', '21', '33', '48', '34']","['38', '28', '23', '1', '16', '43']","['35', '12', '3', '45', '13', '7', '4']",71,51,122,97.6,,,,,✅ Complete (5/5),56.52,100,5/5,100,5,5,5/5,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4596-7599,97.6%,100.0%,0,97.6,,,,,,,,,,60,87.8,0,1,3,0,1,❌ None
6,6,7,1,100,12,2447,1,Standard_Match,Step 1: Approximate,3,3,3,6,0,3,100.0%,50.0%,✅ Equal,9,6,3,12_Recombination events.csv|2447,2447,12_Recombination events.csv,7077,10000,"['41', '47', '50']",1000,0.0001,0.005,0.1,5000,50,7075,9998,7075-9998,"['41', '47', '50']","['17', '1']",['26'],2,2,4,99.93157714676704,2923,730.8,25,Exact Recombinant Match,,58.98631542935341,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,7077-10000,99.9%,100.0%,0,99.93157714676704,,,,,,,,,,100,99.6,0,1,7,0,1,❌ None
7,7,8,1,100,36,2362,1,🎯 Perfect Match (1/1),Step 2: Best Match,1,1,2,7,1,6,50.0%,14.3%,✅ Equal,9,2,7,36_Recombination events.csv|2362,2362,36_Recombination events.csv,3501,10000,"['2', '26', '45', '49', '5']",1000,0.0001,0.005,0.1,5000,50,3502,9997,3502-9997,"['49', '45', '26', '5', '2']","['18', '15', '30', '38', '41', '6', '33', '46', '13', '16', '27', '35']","['25', '24', '20', '3', '14', '31', '1', '40', '32', '8', '29', '39', '28', '36', '47', '7', '34', '44', '17', '12', '11', '42', '10', '50']",1,3,4,99.9,,,,,✅ Complete (5/5),58.98,100,5/5,100,5,5,5/5,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3501-10000,99.9%,100.0%,0,99.9,,,,,,,,,,40,99.6,0,1,1,0,1,❌ None
8,8,9,1,100,39,2493,1,🎯 Perfect Match (1/1),Step 2: Best Match,2,2,2,9,0,7,100.0%,22.2%,✅ Equal,11,4,7,39_Recombination events.csv|2493,2493,39_Recombination events.csv,4452,10000,['17'],1000,0.0001,0.005,0.1,5000,50,4454,9994,4454-9994,['17'],['23'],"['21', '42', '26']",2,6,8,99.9,,,,,🎯 Perfect (1/1),58.98,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4452-10000,99.9%,100.0%,0,99.9,,,,,,,,,,100,99.2,0,1,1,0,1,❌ None
9,9,10,1,100,35,2190,1,Standard_Match,Step 1: Approximate,2,2,2,5,0,3,100.0%,40.0%,✅ Equal,7,4,3,35_Recombination events.csv|2190,2190,35_Recombination events.csv,4572,5391,"['18', '25', '30', '32']",1000,0.0001,0.005,0.1,5000,50,4572,5421,4572-5421,"['18', '30', '25', '32']","['48', '37', '26', '13', '33', '40', '2']","['49', '21', '11', '28', '6', '46', '16']",0,30,30,100,819,204.8,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4572-5391,100.0%,100.0%,0,100,,,,,,,,,,100,97,0,1,7,0,1,❌ None
