,Unnamed: 0,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
0,0,1,1,100,1,10185,3,Standard_Match,Step 1: Approximate,7,7,8,69,1,62,87.5%,10.1%,✅ Equal,77,14,63,1_Recombination events.csv|10185,10185,1_Recombination events.csv,2709,7170,['40'],1000,0.000025,0.02,0.1,5000,50,2713,7166,2713-7166,['40'],"['23', '33']",['34'],4,4,8,99.82066801165658,4461,1115.2,25,Exact Recombinant Match,,58.96413360233132,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,2709-7170,99.8%,100.0%,0,99.82066801165658,,,,,,,,,,100,99.2,0,1,7,0,3,❌ None
27,27,28,2,99.64717741935485,1,10191,1,Standard_Match,Step 1: Approximate,7,7,8,69,1,62,87.5%,10.1%,✅ Equal,77,14,63,1_Recombination events.csv|10191,10191,1_Recombination events.csv,3777,4509,['50'],1000,0.000025,0.02,0.1,5000,50,3771,4518,3771-4518,['50'],['32'],['3'],6,9,15,100,732,183,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3777-4509,100.0%,100.0%,0,100,,,,,,,,,,100,98.5,0,1,7,0,1,❌ None
87,87,88,3,68.19556451612902,1,10061,7,Case_A_End_End,Step 1: Approximate,7,7,8,69,1,62,87.5%,10.1%,✅ Equal,77,14,63,1_Recombination events.csv|10061,10061,1_Recombination events.csv,1347,10000,['7'],1000,0.000025,0.02,0.1,5000,50,1924,9938,1924-9938,['7'],"['23', '31', '24', '26', '33', '39', '28']","['48', '18', '15', '1']",577,62,639,92.6152779382873,1347,336.8,25,Exact Recombinant Match,,51.52305558765747,,,,,,,30,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,7,1347-10000,92.6%,100.0%,0,92.6152779382873,,,,,,,,,,100,36.1,0,1,8,0,7,❌ None
99,99,100,4,50,1,9020,4,Case_A_End_End,Step 1: Approximate,7,7,8,69,1,62,87.5%,10.1%,✅ Equal,77,14,63,1_Recombination events.csv|9020,9020,1_Recombination events.csv,1959,5598,['35'],1000,0.000025,0.02,0.1,5000,50,68,6178,68-6178,['35'],"['14', '50', '3']","['15', '17', '39', '7', '23', '31', '43', '26', '9', '19', '29', '18', '25', '22', '28', '1', '38', '45', '21', '34', '33', '6', '49', '24', '11', '48', '44']",1891,580,2471,100,3639,909.8,25,Exact Recombinant Match,,53,,,,,,,30,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,1959-5598,100.0%,100.0%,0,100,,,,,,,,,,100,0,0,1,8,0,4,❌ None
104,104,105,5,50,1,9704,2,Case_E_Start_End,Step 1: Approximate,7,7,8,69,1,62,87.5%,10.1%,✅ Equal,77,14,63,1_Recombination events.csv|9704,9704,1_Recombination events.csv,3147,7539,"['20', '47']",1000,0.000025,0.02,0.1,5000,50,761,3146,761-3146,"['20', '47']","['14', '50', '3']","['32', '37', '36', '8', '2', '10', '5', '30', '27', '4', '12', '19', '42', '46', '13', '41', '16']",2386,4393,6779,0,4392,1098,25,Exact Recombinant Match,,33,,,,,,,30,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,3147-7539,,100.0%,0,0,,,,,,,,,,100,0,0,1,8,0,2,❌ None
131,131,132,6,43.75,1,9429,8,🎯 Start-End Parent-Child (Major_Exact_Match),Step 7: Start-End Parent-Child,7,7,8,69,1,62,87.5%,10.1%,✅ Equal,77,14,63,1_Recombination events.csv|9429,9429,1_Recombination events.csv,6021,8157,"['1', '15', '18', '29', '38', '43', '48', '49', '6', '7']",1000,0.000025,0.02,0.1,5000,50,6090,8220,6090-8220,"['23', '31', '24', '26', '33', '39', '28']","['44', '34', '9', '17', '25', '22']","['49', '1', '38', '15', '43', '29', '48', '7', '18', '6']",,,,,2136,534,25,,,5,,,,10,,,50,,,,,,,80,,,,,0,,,,1,,,,,,,,,,✅ Start-End Parent-Child,✅ Major_Exact_Match,8,8,,,,,8,6021-8157,,,0,0,1_Recombination events.csv,Major_Exact_Match,"['49', '1', '38', '15', '43', '29', '48', '7', '18', '6']","Start_Start, End_End",2,66,132,,,0,86.8,0,4,1,0,8,❌ None
137,137,138,7,16.666666666666664,1,9992,6,Case_E_Start_End,Step 1: Approximate,7,7,8,69,1,62,87.5%,10.1%,✅ Equal,77,14,63,1_Recombination events.csv|9992,9992,1_Recombination events.csv,6045,10000,"['14', '3', '50']",1000,0.000025,0.02,0.1,5000,50,162,6042,162-6042,"['14', '50', '3']","['32', '37', '36', '8', '2', '10', '5', '30', '27', '4', '12', '19', '42', '46', '13', '41', '16']","['15', '17', '39', '7', '23', '31', '43', '26', '9', '29', '18', '25', '22', '28', '1', '38', '34', '33', '6', '49', '24', '48', '44']",5883,3958,9841,0,3955,988.8,25,Exact Recombinant Match,,12.999999999999998,,,,,,,30,,,,,,,,,,,,33.33333333333333,,,,,,,,,,,,,,,,,,,,,,6,6045-10000,,33.3%,0,0,,,,,,,,,,33.33333333333333,0,0,1,8,0,6,❌ None
25,25,26,1,99.69635627530366,2,9806,7,Standard_Match,Step 1: Approximate,8,7,11,42,3,35,72.7%,16.7%,❌ Diff: RDP=8 vs Santa=7,53,15,38,2_Recombination events.csv|9806,9806,2_Recombination events.csv,843,1314,['26'],1000,0.000025,0.02,0.1,5000,50,848,1327,848-1327,['26'],['4'],"['36', '19', '42', '46', '25']",5,13,18,98.9384288747346,471,117.8,25,Exact Recombinant Match,,56.78768577494692,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,7,843-1314,98.9%,100.0%,0,98.9384288747346,,,,,,,,,,100,98.2,0,1,7,0,7,❌ None
67,67,68,2,87.82051282051282,2,1432,"5, 8",Cluster (2 RDPs),Step 5: Cluster,8,7,11,42,3,35,72.7%,16.7%,❌ Diff: RDP=8 vs Santa=7,53,15,38,2_Recombination events.csv|1432,1432,2_Recombination events.csv,6216,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.000025,0.02,0.1,5000,50,6294,9990,6294-9336 | 9350-9990,"['32', '23', '38', '21', '2', '10', '30', '17', '27', '4', '28', '40'] | ['32', '23', '38', '21', '2', '10', '30', '17', '27', '4', '28', '40']","['36', '26', '19', '42', '46', '25'] | ['20', '35', '15', '24', '5', '14', '29', '47', '7', '44', '18', '6']","['50', '45', '34'] | ['50', '45', '34']",,,,,,,,,,85,,,100,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,100,✅ Yes,✅ Yes,5,8,,0,✅ Yes,✅ Yes,"5, 8",6216-10000,100.0%,100.0%,100,100,,,,,,,,,,83.33333333333334,91.2,0,3,5,100,"5,8",✅ Start+End
77,77,78,3,75,2,9824,2,⚠️ Partial (3/4),Step 2: Best Match,8,7,11,42,3,35,72.7%,16.7%,❌ Diff: RDP=8 vs Santa=7,53,15,38,2_Recombination events.csv|9824,9824,2_Recombination events.csv,1692,7659,"['14', '15', '35']",1000,0.000025,0.02,0.1,5000,50,1688,7667,1688-7667,"['11', '14', '15', '35']","['35', '16']","['20', '36', '24', '26', '5', '44', '19', '29', '42', '47', '46', '7', '25', '18', '6']",4,8,12,100,,,,,⚠️ Partial (3/4),51.5,75,3/4,75,3,4,3/4,90,100,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,2,1692-7659,100.0%,75.0%,0,100,,,,,,,,,,50,98.8,0,1,8,0,2,❌ None
