,Unnamed: 0,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
0,0,1,1,100,1,4857,1,Standard_Match,Step 1: Approximate,6,5,6,21,0,16,100.0%,23.8%,❌ Diff: RDP=6 vs Santa=5,27,11,16,1_Recombination events.csv|4857,4857,1_Recombination events.csv,2964,7278,['42'],1000,0.0002,0.01,0.1,5000,50,2964,7278,2964-7278,['42'],"['35', '48', '24']","['19', '9', '41', '39', '4', '32', '43']",0,0,0,100,4314,1078.5,25,Exact Recombinant Match,,60,,,,,,,100,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,2964-7278,100.0%,100.0%,0,100,,,,,,,,,,100,100,0,1,7,0,1,❌ None
1,1,2,1,100,10,5122,1,Standard_Match,Step 1: Approximate,6,6,6,28,0,22,100.0%,21.4%,✅ Equal,34,12,22,10_Recombination events.csv|5122,5122,10_Recombination events.csv,3654,5793,['6'],1000,0.0002,0.01,0.1,5000,50,3653,5793,3653-5793,['6'],"['41', '29', '30', '27', '45']","['42', '24', '4']",1,0,1,100,2139,534.8,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3654-5793,100.0%,100.0%,0,100,,,,,,,,,,100,99.9,0,1,7,0,1,❌ None
2,2,3,2,100,100,4964,4,Standard_Match,Step 1: Approximate,7,6,9,30,2,24,77.8%,20.0%,❌ Diff: RDP=7 vs Santa=6,39,13,26,100_Recombination events.csv|4964,4964,100_Recombination events.csv,945,1659,['42'],1000,0.0002,0.01,0.1,5000,50,948,1658,948-1658,['42'],['33'],"['1', '36', '28', '38']",3,1,4,99.43977591036416,714,178.5,25,Exact Recombinant Match,,58.88795518207283,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,945-1659,99.4%,100.0%,0,99.43977591036416,,,,,,,,,,100,99.6,0,1,7,0,4,❌ None
3,3,4,1,100,100,4940,1,⭐ Excellent Match (1/1),Step 2: Best Match,7,6,9,30,2,24,77.8%,20.0%,❌ Diff: RDP=7 vs Santa=6,39,13,26,100_Recombination events.csv|4940,4940,100_Recombination events.csv,504,10000,['49'],1000,0.0002,0.01,0.1,5000,50,504,9996,504-9996,['49'],"['18', '4']","['34', '43']",0,4,4,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,504-10000,100.0%,100.0%,0,100,,,,,,,,,,100,99.6,0,1,2,0,1,❌ None
4,4,5,1,100,11,4962,1,🎯 Perfect Match (1/1),Step 2: Best Match,8,8,10,25,2,17,80.0%,32.0%,✅ Equal,35,16,19,11_Recombination events.csv|4962,4962,11_Recombination events.csv,3087,7893,['39'],1000,0.0002,0.01,0.1,5000,50,3088,7894,3088-7894,['39'],"['37', '16']","['19', '17', '46', '4']",1,1,2,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3087-7893,100.0%,100.0%,0,100,,,,,,,,,,100,99.8,0,1,1,0,1,❌ None
5,5,6,2,100,11,4965,4,Standard_Match,Step 1: Approximate,8,8,10,25,2,17,80.0%,32.0%,✅ Equal,35,16,19,11_Recombination events.csv|4965,4965,11_Recombination events.csv,3606,6402,['31'],1000,0.0002,0.01,0.1,5000,50,3604,6402,3604-6402,['31'],"['20', '9', '6', '23', '40', '11', '35', '36', '26', '45', '3']",['2'],2,0,2,100,2796,699,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,3606-6402,100.0%,100.0%,0,100,,,,,,,,,,100,99.8,0,1,7,0,4,❌ None
6,6,7,1,100,12,4914,1,Standard_Match,Step 1: Approximate,5,5,5,15,0,10,100.0%,33.3%,✅ Equal,20,10,10,12_Recombination events.csv|4914,4914,12_Recombination events.csv,867,4647,['9'],1000,0.0002,0.01,0.1,5000,50,867,4648,867-4648,['9'],"['28', '27', '18']",['26'],0,1,1,100,3780,945,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,867-4647,100.0%,100.0%,0,100,,,,,,,,,,100,99.9,0,1,7,0,1,❌ None
7,7,8,1,100,23,4901,1,⭐ Excellent Match (1/1),Step 2: Best Match,4,4,4,25,0,21,100.0%,16.0%,✅ Equal,29,8,21,23_Recombination events.csv|4901,4901,23_Recombination events.csv,2151,6930,"['24', '4']",1000,0.0002,0.01,0.1,5000,50,2153,6938,2153-6938,"['24', '4']","['33', '47', '49', '18']","['34', '25', '40']",2,8,10,100,,,,,✅ Complete (2/2),59,100,2/2,100,2,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,2151-6930,100.0%,100.0%,0,100,,,,,,,,,,100,99,0,1,2,0,1,❌ None
8,8,9,2,100,23,4946,2,Standard_Match,Step 1: Approximate,4,4,4,25,0,21,100.0%,16.0%,✅ Equal,29,8,21,23_Recombination events.csv|4946,4946,23_Recombination events.csv,207,10000,['36'],1000,0.0002,0.01,0.1,5000,50,204,9993,204-9993,['36'],['19'],['30'],3,7,10,99.92852037169406,207,51.8,25,Exact Recombinant Match,,58.98570407433881,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,207-10000,99.9%,100.0%,0,99.92852037169406,,,,,,,,,,100,99,0,1,7,0,2,❌ None
9,9,10,1,100,19,4940,1,🎯 Perfect Match (1/1),Step 2: Best Match,1,1,2,13,1,12,50.0%,7.7%,✅ Equal,15,2,13,19_Recombination events.csv|4940,4940,19_Recombination events.csv,8070,10000,['19'],1000,0.0002,0.01,0.1,5000,50,8070,9998,8070-9998,['19'],"['20', '44', '29', '12', '10', '37', '25']","['15', '6', '42', '5', '21', '33']",0,2,2,99.9,,,,,🎯 Perfect (1/1),58.98,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,8070-10000,99.9%,100.0%,0,99.9,,,,,,,,,,100,99.8,0,1,1,0,1,❌ None
