,Unnamed: 0,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
0,0,1,1,100,10,9701,8,Standard_Match,Step 1: Approximate,16,15,20,57,4,42,80.0%,26.3%,❌ Diff: RDP=16 vs Santa=15,77,31,46,10_Recombination events.csv|9701,9701,10_Recombination events.csv,1824,4719,"['18', '6']",1000,0.0001,0.02,0.1,5000,50,1824,4721,1824-4721,"['18', '6']","['31', '16', '36', '50', '29', '2', '5', '38', '45', '21', '43']","['42', '40']",0,2,2,100,2895,723.8,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,8,1824-4719,100.0%,100.0%,0,100,,,,,,,,,,100,99.8,0,1,7,0,8,❌ None
1,1,2,1,100,9,9911,1,Standard_Match,Step 1: Approximate,12,11,16,58,4,47,75.0%,19.0%,❌ Diff: RDP=12 vs Santa=11,74,23,51,9_Recombination events.csv|9911,9911,9_Recombination events.csv,1611,5985,"['18', '32']",1000,0.0001,0.02,0.1,5000,50,1611,5986,1611-5986,"['18', '32']",['48'],"['23', '4', '17']",0,1,1,100,4374,1093.5,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1611-5985,100.0%,100.0%,0,100,,,,,,,,,,100,99.9,0,1,7,0,1,❌ None
2,2,3,1,100,8,9786,2,⭐ Excellent Match (1/1),Step 2: Best Match,5,5,5,29,0,24,100.0%,17.2%,✅ Equal,34,10,24,8_Recombination events.csv|9786,9786,8_Recombination events.csv,7359,8196,"['18', '26']",1000,0.0001,0.02,0.1,5000,50,7360,8195,7360-8195,"['18', '26']","['45', '29', '42']","['2', '20']",1,1,2,99.8,,,,,✅ Complete (2/2),58.96,100,2/2,100,2,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,7359-8196,99.8%,100.0%,0,99.8,,,,,,,,,,100,99.8,0,1,2,0,2,❌ None
3,3,4,1,100,3,10062,1,Standard_Match,Step 1: Approximate,6,6,8,39,2,33,75.0%,15.4%,✅ Equal,47,12,35,3_Recombination events.csv|10062,10062,3_Recombination events.csv,7080,10000,"['23', '35']",1000,0.0001,0.02,0.1,5000,50,7080,9980,7080-9980,"['23', '35']",['38'],"['2', '29', '14']",0,20,20,99.31506849315068,2920,730,25,Exact Recombinant Match,,56.86301369863014,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,7080-10000,99.3%,100.0%,0,99.31506849315068,,,,,,,,,,100,98,0,1,7,0,1,❌ None
4,4,5,1,100,2,10101,4,Standard_Match,Step 1: Approximate,13,13,19,56,6,43,68.4%,23.2%,✅ Equal,75,26,49,2_Recombination events.csv|10101,10101,2_Recombination events.csv,6864,9030,['31'],1000,0.0001,0.02,0.1,5000,50,6862,9030,6862-9030,['31'],"['16', '10', '39']","['6', '5']",2,0,2,100,2166,541.5,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,6864-9030,100.0%,100.0%,0,100,,,,,,,,,,100,99.8,0,1,7,0,4,❌ None
5,5,6,2,100,10,9713,6,Standard_Match,Step 1: Approximate,16,15,20,57,4,42,80.0%,26.3%,❌ Diff: RDP=16 vs Santa=15,77,31,46,10_Recombination events.csv|9713,9713,10_Recombination events.csv,795,1461,['47'],1000,0.0001,0.02,0.1,5000,50,793,1461,793-1461,['47'],"['31', '16', '36', '50', '29', '2', '5', '38', '45', '21', '43']","['27', '3', '35', '39']",2,0,2,100,666,166.5,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,795-1461,100.0%,100.0%,0,100,,,,,,,,,,100,99.8,0,1,7,0,6,❌ None
6,6,7,1,99.94994994994994,1,9856,13,Standard_Match,Step 1: Approximate,11,11,13,29,2,18,84.6%,37.9%,✅ Equal,42,22,20,1_Recombination events.csv|9856,9856,1_Recombination events.csv,7704,9882,['40'],1000,0.0001,0.02,0.1,5000,50,7703,9883,7703-9883,['40'],"['2', '9', '25', '18']",['46'],1,1,2,100,2178,544.5,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,13,7704-9882,100.0%,100.0%,0,100,,,,,,,,,,100,99.8,0,1,7,0,13,❌ None
7,7,8,1,99.9,4,9791,6,🎯 Perfect Match (1/1),Step 2: Best Match,7,7,14,38,7,31,50.0%,18.4%,✅ Equal,52,14,38,4_Recombination events.csv|9791,9791,4_Recombination events.csv,3117,7659,['26'],1000,0.0001,0.02,0.1,5000,50,3118,7658,3118-7658,['26'],"['49', '37']",['42'],1,1,2,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,3117-7659,100.0%,100.0%,0,100,,,,,,,,,,100,99.8,0,1,1,0,6,❌ None
8,8,9,2,99.8998998998999,9,9586,2,Standard_Match,Step 1: Approximate,12,11,16,58,4,47,75.0%,19.0%,❌ Diff: RDP=12 vs Santa=11,74,23,51,9_Recombination events.csv|9586,9586,9_Recombination events.csv,2046,8925,"['2', '22']",1000,0.0001,0.02,0.1,5000,50,2044,8926,2044-8926,"['2', '22']","['50', '34']","['39', '44', '3', '48', '37', '40', '10', '25', '36']",2,1,3,100,3121,780.2,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,2046-8925,100.0%,100.0%,0,100,,,,,,,,,,100,99.7,0,1,7,0,2,❌ None
9,9,10,1,99.8998998998999,7,9411,8,Standard_Match,Step 1: Approximate,9,9,10,54,1,45,90.0%,16.7%,✅ Equal,64,18,46,7_Recombination events.csv|9411,9411,7_Recombination events.csv,564,7476,['26'],1000,0.0001,0.02,0.1,5000,50,562,7477,562-7477,['26'],"['20', '16', '4', '2', '23', '30', '5', '1', '44', '13', '45', '36', '50', '22', '40', '24', '34', '42', '19', '33', '41', '37', '43']",['8'],2,1,3,100,3088,772,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,8,564-7476,100.0%,100.0%,0,100,,,,,,,,,,100,99.7,0,1,7,0,8,❌ None
