,Unnamed: 0,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
0,0,1,1,100,5,4901,1,⭐ Excellent Match (1/1),Step 2: Best Match,5,4,5,24,0,20,100.0%,16.7%,❌ Diff: RDP=5 vs Santa=4,29,9,20,5_Recombination events.csv|4901,4901,5_Recombination events.csv,3459,10000,['35'],1000,0.0001,0.01,0.1,5000,50,3460,9994,3460-9994,['35'],['43'],"['19', '41', '44', '47']",1,6,7,99.9,,,,,🎯 Perfect (1/1),58.98,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3459-10000,99.9%,100.0%,0,99.9,,,,,,,,,,100,99.3,0,1,2,0,1,❌ None
1,1,2,2,100,55,5026,4,Standard_Match,Step 1: Approximate,4,4,9,17,5,13,44.4%,23.5%,✅ Equal,26,8,18,55_Recombination events.csv|5026,5026,55_Recombination events.csv,7431,7827,['7'],1000,0.0001,0.01,0.1,5000,50,7430,7828,7430-7828,['7'],"['26', '16', '36', '33', '2']","['31', '4']",1,1,2,100,396,99,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,7431-7827,100.0%,100.0%,0,100,,,,,,,,,,100,99.8,0,1,7,0,4,❌ None
2,2,3,1,100,55,5016,3,Standard_Match,Step 1: Approximate,4,4,9,17,5,13,44.4%,23.5%,✅ Equal,26,8,18,55_Recombination events.csv|5016,5016,55_Recombination events.csv,6864,7590,"['25', '3']",1000,0.0001,0.01,0.1,5000,50,6866,7590,6866-7590,"['25', '3']","['20', '23', '46', '9']","['49', '5', '40', '47', '17']",2,0,2,99.72451790633608,726,181.5,25,Exact Recombinant Match,,58.94490358126722,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,6864-7590,99.7%,100.0%,0,99.72451790633608,,,,,,,,,,100,99.8,0,1,7,0,3,❌ None
3,3,4,1,100,57,4975,2,🎯 Perfect Match (1/1),Step 2: Best Match,4,4,4,14,0,10,100.0%,28.6%,✅ Equal,18,8,10,57_Recombination events.csv|4975,4975,57_Recombination events.csv,1065,7212,['9'],1000,0.0001,0.01,0.1,5000,50,1068,7213,1068-7213,['9'],"['20', '25', '10', '31']","['7', '27', '36', '41', '2']",3,1,4,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,1065-7212,100.0%,100.0%,0,100,,,,,,,,,,100,99.6,0,1,1,0,2,❌ None
4,4,5,1,100,56,4812,1,🎯 Perfect Match (1/1),Step 2: Best Match,6,6,6,12,0,6,100.0%,50.0%,✅ Equal,18,12,6,56_Recombination events.csv|4812,4812,56_Recombination events.csv,3255,8160,"['25', '3', '30', '5']",1000,0.0001,0.01,0.1,5000,50,3256,8156,3256-8156,"['25', '30', '3', '5']","['9', '40']","['22', '4', '43', '42', '10', '19', '50', '20', '29', '48', '2', '15', '32']",1,4,5,99.9,,,,,✅ Complete (4/4),58.98,100,4/4,100,4,4,4/4,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3255-8160,99.9%,100.0%,0,99.9,,,,,,,,,,100,99.5,0,1,1,0,1,❌ None
5,5,6,1,100,58,4898,2,⭐ Excellent Match (1/1),Step 2: Best Match,3,3,3,12,0,9,100.0%,25.0%,✅ Equal,15,6,9,58_Recombination events.csv|4898,4898,58_Recombination events.csv,837,10000,"['36', '50']",1000,0.0001,0.01,0.1,5000,50,836,9996,836-9996,"['36', '50']",['9'],['35'],1,4,5,100,,,,,✅ Complete (2/2),59,100,2/2,100,2,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,837-10000,100.0%,100.0%,0,100,,,,,,,,,,100,99.5,0,1,2,0,2,❌ None
6,6,7,1,100,59,4993,2,🎯 Perfect Match (1/1),Step 2: Best Match,7,7,7,27,0,20,100.0%,25.9%,✅ Equal,34,14,20,59_Recombination events.csv|4993,4993,59_Recombination events.csv,351,5244,['8'],1000,0.0001,0.01,0.1,5000,50,348,5242,348-5242,['8'],"['22', '43']","['28', '7']",3,2,5,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,351-5244,100.0%,100.0%,0,100,,,,,,,,,,100,99.5,0,1,1,0,2,❌ None
7,7,8,2,100,58,4934,1,Standard_Match,Step 1: Approximate,3,3,3,12,0,9,100.0%,25.0%,✅ Equal,15,6,9,58_Recombination events.csv|4934,4934,58_Recombination events.csv,1500,10000,['16'],1000,0.0001,0.01,0.1,5000,50,1501,9996,1501-9996,['16'],"['22', '34']",['3'],1,4,5,99.94117647058825,1500,375,25,Exact Recombinant Match,,58.98823529411764,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1500-10000,99.9%,100.0%,0,99.94117647058825,,,,,,,,,,100,99.5,0,1,7,0,1,❌ None
8,8,9,1,100,71,5142,1,🎯 Perfect Match (1/1),Step 2: Best Match,5,5,7,13,2,8,71.4%,38.5%,✅ Equal,20,10,10,71_Recombination events.csv|5142,5142,71_Recombination events.csv,7827,10000,['41'],1000,0.0001,0.01,0.1,5000,50,7826,9997,7826-9997,['41'],['12'],['21'],1,3,4,99.9,,,,,🎯 Perfect (1/1),58.98,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,7827-10000,99.9%,100.0%,0,99.9,,,,,,,,,,100,99.6,0,1,1,0,1,❌ None
9,9,10,1,100,73,4996,1,Standard_Match,Step 1: Approximate,7,7,9,23,2,16,77.8%,30.4%,✅ Equal,32,14,18,73_Recombination events.csv|4996,4996,73_Recombination events.csv,4389,6753,"['44', '6', '9']",1000,0.0001,0.01,0.1,5000,50,4388,6754,4388-6754,"['44', '6', '9']",['1'],"['31', '17']",1,1,2,100,2364,591,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4389-6753,100.0%,100.0%,0,100,,,,,,,,,,100,99.8,0,1,7,0,1,❌ None
10,10,11,1,100,63,5018,1,🎯 Perfect Match (1/1),Step 2: Best Match,5,5,5,8,0,3,100.0%,62.5%,✅ Equal,13,10,3,63_Recombination events.csv|5018,5018,63_Recombination events.csv,1671,10000,"['23', '27']",1000,0.0001,0.01,0.1,5000,50,1672,9998,1672-9998,"['23', '27']","['49', '45', '42', '16', '18', '20', '33', '1']",['25'],1,2,3,100,,,,,✅ Complete (2/2),59,100,2/2,100,2,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1671-10000,100.0%,100.0%,0,100,,,,,,,,,,100,99.7,0,1,1,0,1,❌ None
11,11,12,1,100,64,4736,"1, 2",Cross Match (Case_S1_E2E),Step 6: Cross Matches,3,1,3,18,0,17,100.0%,5.6%,❌ Diff: RDP=3 vs Santa=1,21,4,17,64_Recombination events.csv|4736,4736,64_Recombination events.csv,8976,9954,"['20', '34', '36', '38', '4', '47']",1000,0.0001,0.01,0.1,5000,50,8976,9965,8976-9234 | 9342-9965,"['4', '47', '20', '36', '34', '38'] | ['4', '47', '20', '36', '34', '38']","['40', '11', '50', '7', '8', '24', '48', '2'] | ['40', '11', '50', '7', '8', '24', '48', '2']","['22', '5', '6', '19', '25', '13', '14', '41', '46', '44', '30', '9', '39', '42', '10', '35', '18', '29', '1', '32', '49', '28', '26', '31', '16', '27', '37', '21', '17', '43', '12', '45', '3', '33', '15', '23'] | ['22', '5', '6', '19', '25', '13', '14', '41', '46', '44', '30', '9', '39', '42', '10', '35', '18', '29', '1', '32', '49', '28', '26', '31', '16', '27', '37', '21', '17', '43', '12', '45', '3', '33', '15', '23']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,2,1,,0,✅ Yes,✅ Yes,"1, 2",8976-9954,100.0%,100.0%,100,100,,,,,,,,,,33.33333333333333,98.9,5,3,4,100,"2,1",✅ Start+End
12,12,13,1,100,65,4998,1,⭐ Excellent Match (1/1),Step 2: Best Match,3,3,3,10,0,7,100.0%,30.0%,✅ Equal,13,6,7,65_Recombination events.csv|4998,4998,65_Recombination events.csv,909,10000,"['20', '5']",1000,0.0001,0.01,0.1,5000,50,907,9997,907-9997,"['20', '5']","['30', '32', '27']",['4'],2,3,5,100,,,,,✅ Complete (2/2),59,100,2/2,100,2,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,909-10000,100.0%,100.0%,0,100,,,,,,,,,,100,99.5,0,1,2,0,1,❌ None
13,13,14,1,100,66,4804,1,Standard_Match,Step 1: Approximate,3,3,3,9,0,6,100.0%,33.3%,✅ Equal,12,6,6,66_Recombination events.csv|4804,4804,66_Recombination events.csv,6045,10000,"['4', '47']",1000,0.0001,0.01,0.1,5000,50,6042,9994,6042-9994,"['4', '47']",['26'],"['25', '3', '33', '32']",3,6,9,99.84829329962074,3955,988.8,25,Exact Recombinant Match,,58.96965865992415,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,6045-10000,99.8%,100.0%,0,99.84829329962074,,,,,,,,,,100,99.1,0,1,7,0,1,❌ None
