SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_Event_ID,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Source_Tab,Match_Type,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Santa_Recombinant_Full,Santa_Recombinant_List,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,Reaches_End,Reaches_Start,RDP_Recombinant_Full,RDP_Recombinant_List,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,All_Collected_Recombinants,All_Collected_Recombinants_Count,Recombinants_List,Coverage_Percentage,Start_Gap,End_Gap,_Total_Distance,RDP_Match_Types,Tag,Santa_ID,Santa_Breakpoints,Recombinant_Match_Score,Start_End_Diff_Score,RDP_Set,Tag_Specific_Quality_Score,Tag_Rank,Global_Rank,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining
1_Recombination events.csv|4889,4889,1_Recombination events.csv,4053,5262,['23'],1000,0.0001,0.01,0.1,5000,50,6,4054,5262,4054-5262,['23'],['50'],"['25', '15', '48']",1.0,0.0,1.0,99.9172870140612,1209.0,302.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.98345740281224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4889,4053-5262,100.0,99.9,6,100.0,1,1,8,7,15,20,7,13,53.3%,35.0%,❌ Diff: RDP=8 vs Santa=7,35,15,20
85_Recombination events.csv|5038,5038,85_Recombination events.csv,1023,7911,['46'],1000,0.0001,0.01,0.1,5000,50,2,1024,7906,1024-7906,['46'],['40'],"['33', '21', '48']",1.0,5.0,6.0,99.91289198606272,3112.0,778.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.98257839721255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,5038,1023-7911,100.0,99.4,2,100.0,1,2,4,4,4,16,0,12,100.0%,25.0%,✅ Equal,20,8,12
60_Recombination events.csv|4811,4811,60_Recombination events.csv,2943,3057,['9'],1000,0.0001,0.01,0.1,5000,50,4,2944,3058,2944-3058,['9'],"['22', '39', '26', '37', '32']","['4', '5', '6', '25', '13', '14', '46', '44', '8', '40', '42', '35', '50', '18', '20', '29', '1', '2', '49', '31', '36', '21', '17', '34', '43', '12', '48', '33', '15']",1.0,1.0,2.0,99.12280701754386,114.0,28.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.824561403508774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,4811,2943-3057,100.0,99.8,4,100.0,1,3,4,4,4,15,0,11,100.0%,26.7%,✅ Equal,19,8,11
29_Recombination events.csv|4879,4879,29_Recombination events.csv,7638,9558,"['18', '35', '48']",1000,0.0001,0.01,0.1,5000,50,1,7639,9558,7639-9558,"['18', '35', '48']","['20', '50']","['13', '4']",1.0,0.0,1.0,99.94791666666667,1920.0,480.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.989583333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,4879,7638-9558,100.0,99.9,1,100.0,1,4,3,3,3,19,0,16,100.0%,15.8%,✅ Equal,22,6,16
62_Recombination events.csv|4951,4951,62_Recombination events.csv,6624,10000,['44'],1000,0.0001,0.01,0.1,5000,50,1,6624,9998,6624-9998,['44'],['49'],"['43', '32']",0.0,2.0,2.0,99.94075829383885,3376.0,844.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.98815165876778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,4951,6624-10000,100.0,99.8,1,100.0,1,5,10,10,11,26,1,16,90.9%,38.5%,✅ Equal,37,20,17
28_Recombination events.csv|4997,4997,28_Recombination events.csv,7218,10000,"['25', '37']",1000,0.0001,0.01,0.1,5000,50,3,7218,9993,7218-9993,"['25', '37']","['31', '45', '12']","['11', '3', '24', '27']",0.0,7.0,7.0,99.74838245866283,2782.0,695.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.94967649173257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,4997,7218-10000,100.0,99.3,3,100.0,1,6,7,7,10,30,3,23,70.0%,23.3%,✅ Equal,40,14,26
63_Recombination events.csv|5018,5018,63_Recombination events.csv,1671,10000,"['23', '27']",1000,0.0001,0.01,0.1,5000,50,1,1672,9998,1672-9998,"['23', '27']","['49', '45', '42', '16', '18', '20', '33', '1']",['25'],1.0,2.0,3.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (2/2),59.0,100.0,2/2,100.0,2.0,2.0,2/2,99.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,5018,1671-10000,100.0,99.7,1,100.0,1,7,5,5,5,8,0,3,100.0%,62.5%,✅ Equal,13,10,3
26_Recombination events.csv|5017,5017,26_Recombination events.csv,7581,10000,"['22', '7']",1000,0.0001,0.01,0.1,5000,50,2,7581,9998,7581-9998,"['22', '7']","['49', '28', '45', '31', '10', '35', '37', '46', '14', '29', '44', '24', '33', '1', '38']",['6'],0.0,2.0,2.0,99.91732120711038,2419.0,604.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.98346424142208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,5017,7581-10000,100.0,99.8,2,100.0,1,8,2,2,2,16,0,14,100.0%,12.5%,✅ Equal,18,4,14
64_Recombination events.csv|4736,4736,64_Recombination events.csv,8976,9954,"['20', '34', '36', '38', '4', '47']",1000,0.0001,0.01,0.1,5000,50,1,9342,9965,9342-9965,"['4', '47', '20', '36', '34', '38']","['40', '11', '50', '7', '8', '24', '48', '2']","['22', '5', '6', '19', '25', '13', '14', '41', '46', '44', '30', '9', '39', '42', '10', '35', '18', '29', '1', '32', '49', '28', '26', '31', '16', '27', '37', '21', '17', '43', '12', '45', '3', '33', '15', '23']",366.0,11.0,377.0,62.57668711656442,978.0,244.5,25.0,Step 1: Approximate,Case_A_End_End,Exact Recombinant Match,,27.515337423312886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4736,8976-9954,33.33333333333333,62.3,1,100.0,1,9,1,1,3,18,2,17,33.3%,5.6%,✅ Equal,21,2,19
65_Recombination events.csv|4998,4998,65_Recombination events.csv,909,10000,"['20', '5']",1000,0.0001,0.01,0.1,5000,50,1,907,9997,907-9997,"['20', '5']","['30', '32', '27']",['4'],2.0,3.0,5.0,100.0,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (2/2),59.0,100.0,2/2,100.0,2.0,2.0,2/2,97.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,4998,909-10000,100.0,99.5,1,100.0,1,10,3,3,3,10,0,7,100.0%,30.0%,✅ Equal,13,6,7
