,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
2,3,1,100,11,2431,1,Standard_Match,Step 1: Approximate,2,2,3,9,1,7,66.7%,22.2%,✅ Equal,12,4,8,11_Recombination events.csv|2431,2431,11_Recombination events.csv,1995,5064,['15'],1000,0.0001,0.005,0.1,5000,50,1970,5071,1970-5071,['15'],['35'],['33'],25,7,32,100,3069,767.2,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1995-5064,100.0%,100.0%,0,100,,,,,,,,,,100,96.8,0,1,7,0,1,❌ None
5,6,1,100,22,2445,1,Standard_Match,Step 1: Approximate,4,4,5,6,1,2,80.0%,66.7%,✅ Equal,11,8,3,22_Recombination events.csv|2445,2445,22_Recombination events.csv,663,4455,['46'],1000,0.0001,0.005,0.1,5000,50,662,4456,662-4456,['46'],"['41', '29', '39']",['44'],1,1,2,100,3792,948,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,663-4455,100.0%,100.0%,0,100,,,,,,,,,,100,99.8,0,1,7,0,1,❌ None
6,7,1,100,21,2500,1,Standard_Match,Step 1: Approximate,1,1,1,4,0,3,100.0%,25.0%,✅ Equal,5,2,3,21_Recombination events.csv|2500,2500,21_Recombination events.csv,8520,10000,['14'],1000,0.0001,0.005,0.1,5000,50,8538,9998,8538-9998,['14'],"['11', '22', '24', '49', '42', '39', '38', '50', '48', '47', '43', '44', '3', '5', '4', '18', '31']","['21', '13', '25', '32', '27', '40', '15', '19', '35', '2', '9', '36', '28', '8', '23', '29', '16', '6', '34', '7', '33', '46', '17', '37', '20', '10', '12', '45', '26']",18,2,20,98.64864864864865,1480,370,25,Exact Recombinant Match,,56.729729729729726,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,8520-10000,98.6%,100.0%,0,98.64864864864865,,,,,,,,,,100,98,0,1,7,0,1,❌ None
15,16,1,100,33,2475,1,Standard_Match,Step 1: Approximate,4,4,4,8,0,4,100.0%,50.0%,✅ Equal,12,8,4,33_Recombination events.csv|2475,2475,33_Recombination events.csv,6177,10000,['32'],1000,0.0001,0.005,0.1,5000,50,6176,9986,6176-9986,['32'],['47'],['46'],1,14,15,99.63379544860057,3823,955.8,25,Exact Recombinant Match,,56.926759089720115,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,6177-10000,99.6%,100.0%,0,99.63379544860057,,,,,,,,,,100,98.5,0,1,7,0,1,❌ None
16,17,1,100,32,2427,1,Standard_Match,Step 1: Approximate,1,1,2,6,1,5,50.0%,16.7%,✅ Equal,8,2,6,32_Recombination events.csv|2427,2427,32_Recombination events.csv,207,8538,['9'],1000,0.0001,0.005,0.1,5000,50,204,8538,204-8538,['9'],"['4', '1', '43']",['13'],3,0,3,100,1669,417.2,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,207-8538,100.0%,100.0%,0,100,,,,,,,,,,100,99.7,0,1,7,0,1,❌ None
21,22,1,100,80,2513,1,Standard_Match,Step 1: Approximate,2,2,2,10,0,8,100.0%,20.0%,✅ Equal,12,4,8,80_Recombination events.csv|2513,2513,80_Recombination events.csv,8181,10000,['43'],1000,0.0001,0.005,0.1,5000,50,8171,9997,8171-9997,['43'],"['11', '30', '38', '48', '2', '3', '42', '1', '36', '8', '14', '29', '47', '44', '34', '18', '7', '33', '46', '17', '37', '45']","['50', '39', '12']",10,3,13,99.83507421660252,1819,454.8,25,Exact Recombinant Match,,58.967014843320506,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,8181-10000,99.8%,100.0%,0,99.83507421660252,,,,,,,,,,100,98.7,0,1,7,0,1,❌ None
27,28,1,100,82,2460,1,Standard_Match,Step 1: Approximate,4,4,6,6,2,2,66.7%,66.7%,✅ Equal,12,8,4,82_Recombination events.csv|2460,2460,82_Recombination events.csv,3978,10000,['44'],1000,0.0001,0.005,0.1,5000,50,3981,9997,3981-9997,['44'],"['11', '33', '15', '8', '25', '2', '16', '12', '18', '26']","['23', '30', '17', '48', '34', '22', '27', '42']",3,3,6,99.90036532713384,3978,994.5,25,Exact Recombinant Match,,58.980073065426765,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3978-10000,99.9%,100.0%,0,99.90036532713384,,,,,,,,,,100,99.4,0,1,7,0,1,❌ None
31,32,1,100,7,2480,3,Standard_Match,Step 1: Approximate,5,5,6,7,1,2,83.3%,71.4%,✅ Equal,13,10,3,7_Recombination events.csv|2480,2480,7_Recombination events.csv,2247,2703,['43'],1000,0.0001,0.005,0.1,5000,50,2250,2704,2250-2704,['43'],"['33', '19', '8', '14', '2', '38', '44', '34']","['7', '12']",3,1,4,99.3421052631579,456,114,25,Exact Recombinant Match,,58.86842105263158,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,2247-2703,99.3%,100.0%,0,99.3421052631579,,,,,,,,,,100,99.6,0,1,7,0,3,❌ None
33,34,1,100,75,2521,1,Standard_Match,Step 1: Approximate,2,2,2,3,0,1,100.0%,66.7%,✅ Equal,5,4,1,75_Recombination events.csv|2521,2521,75_Recombination events.csv,5535,10000,['30'],1000,0.0001,0.005,0.1,5000,50,5538,9996,5538-9996,['30'],['34'],"['3', '8']",3,4,7,99.84322508398657,4465,1116.2,25,Exact Recombinant Match,,58.96864501679731,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,5535-10000,99.8%,100.0%,0,99.84322508398657,,,,,,,,,,100,99.3,0,1,7,0,1,❌ None
34,35,1,100,74,2507,1,Standard_Match,Step 1: Approximate,1,1,1,7,0,6,100.0%,14.3%,✅ Equal,8,2,6,74_Recombination events.csv|2507,2507,74_Recombination events.csv,930,10000,['9'],1000,0.0001,0.005,0.1,5000,50,930,9994,930-9994,['9'],"['11', '24', '28', '23', '30', '39', '29', '10', '12', '27']","['41', '33', '15', '32', '20', '48', '16', '50', '45', '3', '4', '1', '26']",0,6,6,99.93384785005513,930,232.5,25,Exact Recombinant Match,,58.98676957001103,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,930-10000,99.9%,100.0%,0,99.93384785005513,,,,,,,,,,100,99.4,0,1,7,0,1,❌ None
36,37,1,100,50,2381,1,Standard_Match,Step 1: Approximate,2,2,2,6,0,4,100.0%,33.3%,✅ Equal,8,4,4,50_Recombination events.csv|2381,2381,50_Recombination events.csv,111,9618,"['22', '7']",1000,0.0001,0.005,0.1,5000,50,106,9620,106-9620,"['22', '7']","['24', '17', '50', '20', '16', '45', '4']","['11', '19', '25', '37', '5']",5,2,7,100,493,123.2,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,111-9618,100.0%,100.0%,0,100,,,,,,,,,,100,99.3,0,1,7,0,1,❌ None
43,44,1,100,41,2630,2,Case_F_Start_Start,Step 1: Approximate,2,2,2,12,0,10,100.0%,16.7%,✅ Equal,14,4,10,41_Recombination events.csv|2630,2630,41_Recombination events.csv,2145,2229,['18'],1000,0.0001,0.005,0.1,5000,50,2154,2266,2154-2266,['18'],"['22', '46', '21']","['27', '25', '40']",9,37,46,89.28571428571429,84,21,25,Exact Recombinant Match,,54.85714285714286,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,2145-2229,89.3%,100.0%,0,89.28571428571429,,,,,,,,,,100,95.4,0,1,8,0,2,❌ None
