SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_Event_ID,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Source_Tab,Match_Type,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Santa_Recombinant_Full,Santa_Recombinant_List,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,Reaches_End,Reaches_Start,RDP_Recombinant_Full,RDP_Recombinant_List,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,All_Collected_Recombinants,All_Collected_Recombinants_Count,Recombinants_List,Coverage_Percentage,Start_Gap,End_Gap,_Total_Distance,RDP_Match_Types,Tag,Santa_ID,Santa_Breakpoints,Recombinant_Match_Score,Start_End_Diff_Score,RDP_Set,Tag_Specific_Quality_Score,Tag_Rank,Global_Rank,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining
1_Recombination events.csv|10185,10185,1_Recombination events.csv,2709,7170,['40'],1000,2.5e-05,0.02,0.1,5000,50,3,2713,7166,2713-7166,['40'],"['23', '33']",['34'],4.0,4.0,8.0,99.82066801165658,4461.0,1115.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.964133602331316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10185,2709-7170,100.0,99.2,3,100.0,1,1,7,7,7,69,0,62,100.0%,10.1%,✅ Equal,76,14,62
43_Recombination events.csv|9896,9896,43_Recombination events.csv,1575,6609,"['20', '33']",1000,2.5e-05,0.02,0.1,5000,50,6,1570,6604,1570-6604,"['20', '33']","['8', '48']","['22', '28', '42', '16']",5.0,5.0,10.0,99.90067540723084,4966.0,1241.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.980135081446164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,9896,1575-6609,100.0,99.0,6,100.0,1,2,8,8,10,54,2,46,80.0%,14.8%,✅ Equal,64,16,48
60_Recombination events.csv|9769,9769,60_Recombination events.csv,6987,10000,['22'],1000,2.5e-05,0.02,0.1,5000,50,1,6987,9994,6987-9994,['22'],"['25', '32', '27', '10']","['37', '40']",0.0,6.0,6.0,99.80086292731497,3013.0,753.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.960172585463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,9769,6987-10000,100.0,99.4,1,100.0,1,3,6,6,6,43,0,37,100.0%,14.0%,✅ Equal,49,12,37
6_Recombination events.csv|9952,9952,6_Recombination events.csv,3714,10000,['13'],1000,2.5e-05,0.02,0.1,5000,50,1,3715,9982,3715-9982,['13'],['23'],"['49', '16', '5']",1.0,18.0,19.0,99.7,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),56.94,100.0,1/1,100.0,1.0,1.0,1/1,97.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9952,3714-10000,100.0,98.1,1,100.0,1,4,9,9,9,39,0,30,100.0%,23.1%,✅ Equal,48,18,30
59_Recombination events.csv|9914,9914,59_Recombination events.csv,3708,8826,['27'],1000,2.5e-05,0.02,0.1,5000,50,2,3699,8830,3699-8830,['27'],"['43', '31', '50', '28']",['3'],9.0,4.0,13.0,100.0,4882.0,1220.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,9914,3708-8826,100.0,98.7,2,100.0,1,5,5,5,6,40,1,35,83.3%,12.5%,✅ Equal,46,10,36
58_Recombination events.csv|9668,9668,58_Recombination events.csv,1005,10000,"['12', '28', '37', '40', '42', '8']",1000,2.5e-05,0.02,0.1,5000,50,2,1002,9982,1002-9982,"['12', '8']","['32', '44', '35', '19', '39', '20', '46', '47', '48', '9']","['15', '33']",3.0,18.0,21.0,99.8,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),56.96,33.3,2/2,100.0,6.0,2.0,2/2,89.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,9668,1005-10000,100.0,97.9,2,100.0,1,6,7,7,12,42,5,35,58.3%,16.7%,✅ Equal,54,14,40
57_Recombination events.csv|9876,9876,57_Recombination events.csv,1662,3069,['38'],1000,2.5e-05,0.02,0.1,5000,50,5,1660,3068,1660-3068,['38'],"['35', '10', '25', '37', '30', '11', '47']","['15', '26', '45', '7', '1', '3', '16', '9', '50', '13']",2.0,1.0,3.0,99.92892679459844,1407.0,351.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.985785358919685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,9876,1662-3069,100.0,99.7,5,100.0,1,7,10,10,13,66,3,56,76.9%,15.2%,✅ Equal,79,20,59
53_Recombination events.csv|9903,9903,53_Recombination events.csv,282,2505,['33'],1000,2.5e-05,0.02,0.1,5000,50,1,274,2504,274-2504,['33'],['13'],['14'],8.0,1.0,9.0,100.0,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),59.0,100.0,1/1,100.0,1.0,1.0,1/1,98.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,9903,282-2505,100.0,99.1,1,100.0,1,8,4,4,5,35,1,31,80.0%,11.4%,✅ Equal,40,8,32
52_Recombination events.csv|10061,10061,52_Recombination events.csv,3582,7527,['50'],1000,2.5e-05,0.02,0.1,5000,50,1,3586,7528,3586-7528,['50'],['20'],"['34', '39', '8', '24', '10', '33', '27', '40', '9']",4.0,1.0,5.0,99.9,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,🎯 Perfect (1/1),58.980000000000004,100.0,1/1,100.0,1.0,1.0,1/1,99.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,10061,3582-7527,100.0,99.5,1,100.0,1,9,2,2,5,41,3,39,40.0%,4.9%,✅ Equal,46,4,42
51_Recombination events.csv|10098,10098,51_Recombination events.csv,5886,10000,['15'],1000,2.5e-05,0.02,0.1,5000,50,1,5882,9994,5882-9994,['15'],"['19', '41', '46', '1', '21']","['20', '40', '25', '42', '30', '28']",4.0,6.0,10.0,99.9,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),58.980000000000004,100.0,1/1,100.0,1.0,1.0,1/1,98.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,10098,5886-10000,100.0,99.0,1,100.0,1,10,7,7,8,36,1,29,87.5%,19.4%,✅ Equal,44,14,30
