SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_Event_ID,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Source_Tab,Match_Type,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Santa_Recombinant_Full,Santa_Recombinant_List,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,Reaches_End,Reaches_Start,RDP_Recombinant_Full,RDP_Recombinant_List,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,All_Collected_Recombinants,All_Collected_Recombinants_Count,Recombinants_List,Coverage_Percentage,Start_Gap,End_Gap,_Total_Distance,RDP_Match_Types,Tag,Santa_ID,Recombinant_Match_Score,Start_End_Diff_Score,RDP_Set,Tag_Specific_Quality_Score,Tag_Rank,Global_Rank,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining
1_Recombination events.csv|9903,9903,1_Recombination events.csv,4968,5703,['46'],1000,0.0002,0.02,0.1,5000,50,2,4968,5700,4968-5700,['46'],['39'],"['11', '21']",0.0,3.0,3.0,99.6,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),58.92,100.0,1/1,100.0,1.0,1.0,1/1,98.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9903,100.0,99.7,2,100.0,1,1,8,7,10,39,2,32,80.0%,17.9%,❌ Diff: RDP=8 vs Santa=7,49,15,34
18_Recombination events.csv|10005,10005,18_Recombination events.csv,7569,8814,"['13', '28']",1000,0.0002,0.02,0.1,5000,50,1,7568,8816,7568-8816,"['13', '28']","['50', '30']","['18', '27']",1.0,2.0,3.0,100.0,1245.0,311.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,10005,100.0,99.7,1,100.0,1,2,5,5,6,32,1,27,83.3%,15.6%,✅ Equal,38,10,28
39_Recombination events.csv|10099,10099,39_Recombination events.csv,4824,10000,['14'],1000,0.0002,0.02,0.1,5000,50,1,4824,9998,4824-9998,['14'],['10'],"['30', '39', '5']",0.0,2.0,2.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,🎯 Perfect (1/1),59.0,100.0,1/1,100.0,1.0,1.0,1/1,99.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,10099,100.0,99.8,1,100.0,1,3,11,9,14,53,3,44,78.6%,17.0%,❌ Diff: RDP=11 vs Santa=9,67,20,47
69_Recombination events.csv|9924,9924,69_Recombination events.csv,714,855,"['1', '6']",1000,0.0002,0.02,0.1,5000,50,4,714,860,714-860,"['1', '6']",['35'],"['46', '14']",0.0,5.0,5.0,100.0,141.0,35.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,9924,100.0,99.5,4,100.0,1,4,7,7,7,27,0,20,100.0%,25.9%,✅ Equal,34,14,20
21_Recombination events.csv|10101,10101,21_Recombination events.csv,4056,10000,"['14', '7']",1000,0.0002,0.02,0.1,5000,50,1,4052,9988,4052-9988,"['14', '7']","['27', '3']","['10', '24', '28', '13', '21', '31', '15', '34', '23']",4.0,12.0,16.0,99.8,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (2/2),56.96,100.0,2/2,100.0,2.0,2.0,2/2,98.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,10101,100.0,98.4,1,100.0,1,5,4,4,5,37,1,33,80.0%,10.8%,✅ Equal,42,8,34
40_Recombination events.csv|10012,10012,40_Recombination events.csv,2007,7875,['31'],1000,0.0002,0.02,0.1,5000,50,2,2007,7874,2007-7874,['31'],"['14', '7']","['30', '1', '13', '44', '32', '11', '39']",0.0,1.0,1.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,🎯 Perfect (1/1),59.0,100.0,1/1,100.0,1.0,1.0,1/1,99.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,10012,100.0,99.9,2,100.0,1,6,5,5,13,29,8,24,38.5%,17.2%,✅ Equal,42,10,32
68_Recombination events.csv|10168,10168,68_Recombination events.csv,1200,10000,['45'],1000,0.0002,0.02,0.1,5000,50,1,1200,9996,1200-9996,['45'],['25'],"['9', '2', '3']",0.0,4.0,4.0,100.0,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),59.0,100.0,1/1,100.0,1.0,1.0,1/1,98.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,10168,100.0,99.6,1,100.0,1,7,6,6,12,45,6,39,50.0%,13.3%,✅ Equal,57,12,45
67_Recombination events.csv|9728,9728,67_Recombination events.csv,2079,7848,"['12', '47']",1000,0.0002,0.02,0.1,5000,50,2,2079,7846,2079-7846,"['12', '47']","['27', '9', '31', '50', '13']","['44', '10', '30', '15', '29', '11', '16', '22', '39', '2']",0.0,2.0,2.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (2/2),59.0,100.0,2/2,100.0,2.0,2.0,2/2,99.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,9728,100.0,99.8,2,100.0,2,8,10,10,11,44,1,34,90.9%,22.7%,✅ Equal,55,20,35
67_Recombination events.csv|9684,9684,67_Recombination events.csv,2562,10000,['19'],1000,0.0002,0.02,0.1,5000,50,1,2562,9998,2562-9998,['19'],"['26', '24', '1', '20', '17']","['44', '10', '30', '15', '29', '11', '16', '22', '39', '2']",0.0,2.0,2.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,🎯 Perfect (1/1),59.0,100.0,1/1,100.0,1.0,1.0,1/1,99.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,9684,100.0,99.8,1,100.0,1,9,10,10,11,44,1,34,90.9%,22.7%,✅ Equal,55,20,35
2_Recombination events.csv|9891,9891,2_Recombination events.csv,402,1968,['25'],1000,0.0002,0.02,0.1,5000,50,1,400,1968,400-1968,['25'],['7'],['47'],2.0,0.0,2.0,100.0,1566.0,391.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9891,100.0,99.8,1,100.0,1,10,7,7,11,68,4,61,63.6%,10.3%,✅ Equal,79,14,65
