SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_Event_ID,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Source_Tab,Match_Type,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Santa_Recombinant_Full,Santa_Recombinant_List,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,Reaches_End,Reaches_Start,RDP_Recombinant_Full,RDP_Recombinant_List,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,All_Collected_Recombinants,All_Collected_Recombinants_Count,Recombinants_List,Coverage_Percentage,Start_Gap,End_Gap,_Total_Distance,RDP_Match_Types,Tag,Santa_ID,Santa_Breakpoints,Recombinant_Match_Score,Start_End_Diff_Score,RDP_Set,Tag_Specific_Quality_Score,Tag_Rank,Global_Rank,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining
1_Recombination events.csv|10185,10185,1_Recombination events.csv,2709,7170,['40'],1000,2.5e-05,0.02,0.1,5000,50,3,2713,7166,2713-7166,['40'],"['23', '33']",['34'],4.0,4.0,8.0,99.82066801165658,4461.0,1115.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.964133602331316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10185,2709-7170,100.0,99.2,3,100.0,1,1,7,7,8,69,1,62,87.5%,10.1%,✅ Equal,77,14,63
74_Recombination events.csv|9851,9851,74_Recombination events.csv,33,9813,['18'],1000,2.5e-05,0.02,0.1,5000,50,5,30,9807,30-9807,['18'],['5'],"['20', '21', '30', '43']",3.0,6.0,9.0,99.93865030674847,220.0,55.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.987730061349694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,9851,33-9813,100.0,99.1,5,100.0,1,2,4,4,6,38,2,34,66.7%,10.5%,✅ Equal,44,8,36
65_Recombination events.csv|10058,10058,65_Recombination events.csv,4686,8127,['30'],1000,2.5e-05,0.02,0.1,5000,50,1,4683,8130,4683-8130,['30'],['32'],"['29', '34']",3.0,3.0,6.0,100.0,3441.0,860.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,10058,4686-8127,100.0,99.4,1,100.0,1,3,7,7,7,48,0,41,100.0%,14.6%,✅ Equal,55,14,41
24_Recombination events.csv|9524,9524,24_Recombination events.csv,7164,10000,['32'],1000,2.5e-05,0.02,0.1,5000,50,6,7166,9989,7166-9989,['32'],"['35', '36']","['23', '37', '31', '24', '8', '5', '9', '17', '39', '27', '4', '3', '46', '11', '6']",2.0,11.0,13.0,99.54160789844852,2836.0,709.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.908321579689705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,9524,7164-10000,100.0,98.7,6,100.0,1,4,7,7,10,60,3,53,70.0%,11.7%,✅ Equal,70,14,56
69_Recombination events.csv|9975,9975,69_Recombination events.csv,2196,3138,['2'],1000,2.5e-05,0.02,0.1,5000,50,1,2201,3128,2201-3128,['2'],"['16', '7']","['22', '17', '35', '41', '27']",5.0,10.0,15.0,98.40764331210191,942.0,235.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.681528662420384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,9975,2196-3138,100.0,98.5,1,100.0,1,5,3,3,3,45,0,42,100.0%,6.7%,✅ Equal,48,6,42
7_Recombination events.csv|9864,9864,7_Recombination events.csv,4911,7299,['4'],1000,2.5e-05,0.02,0.1,5000,50,1,4910,7284,4910-7284,['4'],['19'],"['27', '30', '5', '25']",1.0,15.0,16.0,99.4,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),56.88,100.0,1/1,100.0,1.0,1.0,1/1,96.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9864,4911-7299,100.0,98.4,1,100.0,1,6,1,1,1,18,0,17,100.0%,5.6%,✅ Equal,19,2,17
36_Recombination events.csv|9594,9594,36_Recombination events.csv,6483,10000,"['43', '8']",1000,2.5e-05,0.02,0.1,5000,50,2,6478,10000,6478-10000,"['43', '8']","['23', '36', '10', '39', '12', '7']","['30', '29', '19', '42', '48', '22', '6']",5.0,0.0,5.0,100.0,3517.0,879.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,9594,6483-10000,100.0,99.5,2,100.0,1,7,6,6,9,38,3,32,66.7%,15.8%,✅ Equal,47,12,35
21_Recombination events.csv|9935,9935,21_Recombination events.csv,4791,5070,['41'],1000,2.5e-05,0.02,0.1,5000,50,4,4792,5070,4792-5070,['41'],['15'],"['38', '42']",1.0,0.0,1.0,99.6415770609319,279.0,69.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.92831541218638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,9935,4791-5070,100.0,99.9,4,100.0,1,8,7,7,8,47,1,40,87.5%,14.9%,✅ Equal,55,14,41
72_Recombination events.csv|9870,9870,72_Recombination events.csv,2355,6753,"['17', '39']",1000,2.5e-05,0.02,0.1,5000,50,6,2357,6760,2357-6760,"['17', '39']","['26', '27']","['10', '30', '48', '11', '49']",2.0,7.0,9.0,100.0,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (2/2),59.0,100.0,2/2,100.0,2.0,2.0,2/2,99.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,9870,2355-6753,100.0,99.1,6,100.0,1,9,9,9,9,50,0,41,100.0%,18.0%,✅ Equal,59,18,41
73_Recombination events.csv|9856,9856,73_Recombination events.csv,3405,10000,['23'],1000,2.5e-05,0.02,0.1,5000,50,1,3410,9993,3410-9993,['23'],"['41', '31', '40']",['48'],5.0,7.0,12.0,99.81804397270659,3405.0,851.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.963608794541315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,9856,3405-10000,100.0,98.8,1,100.0,1,10,6,6,7,37,1,31,85.7%,16.2%,✅ Equal,44,12,32
