SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_Event_ID,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Source_Tab,Match_Type,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Santa_Recombinant_Full,Santa_Recombinant_List,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,Reaches_End,Reaches_Start,RDP_Recombinant_Full,RDP_Recombinant_List,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,All_Collected_Recombinants,All_Collected_Recombinants_Count,Recombinants_List,Coverage_Percentage,Start_Gap,End_Gap,_Total_Distance,RDP_Match_Types,Tag,Santa_ID,Recombinant_Match_Score,Start_End_Diff_Score,RDP_Set,Tag_Specific_Quality_Score,Tag_Rank,Global_Rank,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining
54_Recombination events.csv|2405,2405,54_Recombination events.csv,156,10000,['11'],1000,0.0001,0.005,0.1,5000,50,2,160,9993,160-9993,['11'],"['2', '44', '22', '42', '26']","['15', '36', '21', '25', '38', '20', '4']",4.0,7.0,11.0,99.9,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),58.980000000000004,100.0,1/1,100.0,1.0,1.0,1/1,64.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2405,100.0,98.9,2,100.0,1,1,4,4,4,6,0,2,100.0%,66.7%,✅ Equal,10,8,2
7_Recombination events.csv|2480,2480,7_Recombination events.csv,2247,2703,['43'],1000,0.0001,0.005,0.1,5000,50,3,2250,2704,2250-2704,['43'],"['33', '19', '8', '14', '2', '38', '44', '34']","['7', '12']",3.0,1.0,4.0,99.3421052631579,456.0,114.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.86842105263158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2480,100.0,99.6,3,100.0,1,2,5,5,6,7,1,2,83.3%,71.4%,✅ Equal,13,10,3
21_Recombination events.csv|2500,2500,21_Recombination events.csv,8520,10000,['14'],1000,0.0001,0.005,0.1,5000,50,1,8538,9998,8538-9998,['14'],"['11', '22', '24', '49', '42', '39', '38', '50', '48', '47', '43', '44', '3', '5', '4', '18', '31']","['21', '13', '25', '32', '27', '40', '15', '19', '35', '2', '9', '36', '28', '8', '23', '29', '16', '6', '34', '7', '33', '46', '17', '37', '20', '10', '12', '45', '26']",18.0,2.0,20.0,98.64864864864865,1480.0,370.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.729729729729726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2500,100.0,98.0,1,100.0,1,3,1,1,1,4,0,3,100.0%,25.0%,✅ Equal,5,2,3
22_Recombination events.csv|2445,2445,22_Recombination events.csv,663,4455,['46'],1000,0.0001,0.005,0.1,5000,50,1,662,4456,662-4456,['46'],"['41', '29', '39']",['44'],1.0,1.0,2.0,100.0,3792.0,948.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2445,100.0,99.8,1,100.0,1,4,4,4,5,6,1,2,80.0%,66.7%,✅ Equal,11,8,3
67_Recombination events.csv|2529,2529,67_Recombination events.csv,4428,7641,"['23', '28', '37']",1000,0.0001,0.005,0.1,5000,50,2,4434,7640,4434-7640,"['28', '23', '37']","['11', '15', '19', '25', '39', '14', '50', '12', '45', '27', '4', '42']","['33', '22', '24', '21', '8', '2', '32', '20', '34', '3', '5', '40', '1']",6.0,1.0,7.0,99.8,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (3/3),58.96,100.0,3/3,100.0,3.0,3.0,3/3,98.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,2529,33.33333333333333,99.3,2,100.0,1,5,2,2,2,8,0,6,100.0%,25.0%,✅ Equal,10,4,6
66_Recombination events.csv|2607,2607,66_Recombination events.csv,4005,10000,['3'],1000,0.0001,0.005,0.1,5000,50,1,4002,9926,4002-9926,['3'],"['23', '17']","['33', '24', '36', '46', '30', '4', '1']",3.0,74.0,77.0,98.8,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.760000000000005,100.0,1/1,100.0,1.0,1.0,1/1,90.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,2607,100.0,92.3,1,100.0,1,6,1,1,1,5,0,4,100.0%,20.0%,✅ Equal,6,2,4
24_Recombination events.csv|2514,2514,24_Recombination events.csv,5994,10000,"['2', '44']",1000,0.0001,0.005,0.1,5000,50,1,5998,9998,5998-9998,"['2', '44']","['3', '42']","['39', '6']",4.0,2.0,6.0,99.9,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (2/2),58.980000000000004,100.0,2/2,100.0,2.0,2.0,2/2,99.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2514,100.0,99.4,1,100.0,1,7,1,1,1,10,0,9,100.0%,10.0%,✅ Equal,11,2,9
25_Recombination events.csv|2362,2362,25_Recombination events.csv,6975,10000,"['2', '25', '36', '37', '38', '40', '5', '7']",1000,0.0001,0.005,0.1,5000,50,1,6974,9997,6974-9997,"['7', '36', '25', '2', '37', '38', '5', '40']","['22', '10']","['46', '23', '39', '50', '20', '47', '48', '3', '42', '26']",1.0,3.0,4.0,99.9,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (8/8),58.980000000000004,100.0,8/8,100.0,8.0,8.0,8/8,99.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2362,62.5,99.6,1,100.0,1,8,1,1,1,9,0,8,100.0%,11.1%,✅ Equal,10,2,8
26_Recombination events.csv|2109,2109,26_Recombination events.csv,9738,9900,"['1', '10', '12', '16', '17', '19', '2', '21', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '35', '36', '39', '40', '41', '44', '45', '47', '49', '5', '6', '7', '9']",1000,0.0001,0.005,0.1,5000,50,6,9737,9902,9737-9902,"['24', '36', '17', '16', '6', '12', '10', '44', '45', '27', '1']","['11', '33', '15', '40', '28', '8', '23', '25', '39', '46', '14', '48', '29', '47', '34', '9', '18', '31']","['22', '13', '38', '37', '50', '20', '43', '3', '4', '42']",1.0,2.0,3.0,100.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (11/11),59.0,34.4,11/11,100.0,32.0,11.0,11/11,90.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2109,81.81818181818183,99.7,6,100.0,1,9,6,6,8,13,2,7,75.0%,46.2%,✅ Equal,21,12,9
56_Recombination events.csv|2473,2473,56_Recombination events.csv,4845,10000,['1'],1000,0.0001,0.005,0.1,5000,50,1,4843,9999,4843-9999,['1'],['21'],['42'],2.0,1.0,3.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,🎯 Perfect (1/1),59.0,100.0,1/1,100.0,1.0,1.0,1/1,99.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,2473,100.0,99.7,1,100.0,1,10,3,3,3,11,0,8,100.0%,27.3%,✅ Equal,14,6,8
53_Recombination events.csv|1925,1925,53_Recombination events.csv,4008,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0001,0.005,0.1,5000,50,1,4202,9996,4202-9996,"['50', '13', '16']","['15', '19', '46', '35', '10', '22', '42']","['7', '40', '43', '27']",194.0,4.0,198.0,96.7,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),54.34,6.0,3/3,100.0,50.0,3.0,3/3,75.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,1925,33.33333333333333,80.2,1,100.0,1,11,2,2,2,10,0,8,100.0%,20.0%,✅ Equal,12,4,8
50_Recombination events.csv|2381,2381,50_Recombination events.csv,111,9618,"['22', '7']",1000,0.0001,0.005,0.1,5000,50,1,106,9620,106-9620,"['22', '7']","['24', '17', '50', '20', '16', '45', '4']","['11', '19', '25', '37', '5']",5.0,2.0,7.0,100.0,493.0,123.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2381,100.0,99.3,1,100.0,1,12,2,2,2,6,0,4,100.0%,33.3%,✅ Equal,8,4,4
27_Recombination events.csv|2489,2489,27_Recombination events.csv,1218,9204,"['1', '35', '44']",1000,0.0001,0.005,0.1,5000,50,2,1218,9204,1218-9204,"['35', '1', '44']","['13', '21']","['33', '36', '14', '38', '16', '45', '34']",0.0,0.0,0.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (3/3),60.0,100.0,3/3,100.0,3.0,3.0,3/3,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2489,33.33333333333333,100.0,2,100.0,1,13,3,3,4,6,1,3,75.0%,50.0%,✅ Equal,10,6,4
47_Recombination events.csv|2348,2348,47_Recombination events.csv,4842,6030,"['10', '19', '25', '27', '30']",1000,0.0001,0.005,0.1,5000,50,1,4906,6040,4906-6040,"['19', '25', '30', '10', '27']","['11', '49', '31', '2', '3', '1', '24', '36', '8', '29', '16', '6', '43', '7', '33', '37', '20', '12', '26']","['13', '39', '32', '48', '22', '40', '41', '15', '35', '50', '9', '28', '23', '14', '47', '44', '34', '4', '18', '46', '17', '45', '5']",64.0,10.0,74.0,94.6,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (5/5),55.92,100.0,5/5,100.0,5.0,5.0,5/5,68.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,2348,20.0,92.6,1,100.0,1,14,1,1,1,5,0,4,100.0%,20.0%,✅ Equal,6,2,4
45_Recombination events.csv|2434,2434,45_Recombination events.csv,4428,10000,"['16', '2', '36']",1000,0.0001,0.005,0.1,5000,50,1,4422,9984,4422-9984,"['16', '36', '2']","['11', '33', '13', '50', '43', '40']","['15', '19', '8', '30', '14', '17', '32', '38', '29', '48', '10', '45', '26']",6.0,16.0,22.0,99.7,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (3/3),56.94,100.0,3/3,100.0,3.0,3.0,3/3,97.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,2434,33.33333333333333,97.8,1,100.0,1,15,1,1,1,6,0,5,100.0%,16.7%,✅ Equal,7,2,5
28_Recombination events.csv|2315,2315,28_Recombination events.csv,5871,7851,"['12', '14', '17', '20', '29', '39', '4', '43', '5', '50', '7']",1000,0.0001,0.005,0.1,5000,50,1,5877,7831,5877-7831,"['7', '39', '14', '17', '50', '20', '29', '43', '12', '5', '4']","['15', '19', '49', '30', '35', '16', '10', '34', '42']","['11', '21', '13', '25', '38', '32', '48', '22', '27', '40', '31', '41', '2', '3', '9', '1', '24', '36', '28', '8', '23', '47', '6', '44', '18', '33', '46', '37', '45', '26']",6.0,20.0,26.0,98.7,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (11/11),56.74,100.0,11/11,100.0,11.0,11.0,11/11,93.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2315,72.72727272727273,97.4,1,100.0,1,16,1,1,1,6,0,5,100.0%,16.7%,✅ Equal,7,2,5
43_Recombination events.csv|2492,2492,43_Recombination events.csv,3768,10000,['37'],1000,0.0001,0.005,0.1,5000,50,1,3764,9992,3764-9992,['37'],"['42', '38', '26']","['32', '25', '1']",4.0,8.0,12.0,99.9,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),58.980000000000004,100.0,1/1,100.0,1.0,1.0,1/1,98.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,2492,100.0,98.8,1,100.0,1,17,2,2,3,13,1,11,66.7%,15.4%,✅ Equal,16,4,12
42_Recombination events.csv|2507,2507,42_Recombination events.csv,7188,10000,['24'],1000,0.0001,0.005,0.1,5000,50,1,7194,9997,7194-9997,['24'],"['41', '33', '36', '28', '8', '13', '2', '14', '17', '38', '47', '6', '3', '27', '5', '31', '26']","['45', '21']",6.0,3.0,9.0,99.7,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),58.94,100.0,1/1,100.0,1.0,1.0,1/1,98.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,2507,100.0,99.1,1,100.0,1,18,2,2,3,9,1,7,66.7%,22.2%,✅ Equal,12,4,8
